company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
Gommamica,Hall A; Stand A14-B15,"Sistemi Calcio GommAmica®: Sistemi tecnici per campi da calcio in erba artificiale di terza generazione, progettati per garantire performance sportive, sicurezza, comfort di gioco e conformità ai requisiti richiesti dalle normative federali. Sistemi Calcetto GommAmica®: Tetrapur: Sistemi tecnici per campi da calcetto e calcio a 8 progettati per offrire superfici performanti, sicure e durevoli, ideali per garantire comfort di gioco e massima fruibilità anche in spazi contenuti. Sistemi Multisport GommAmica®: Tetrapur IV S: Sistemi multisport progettati per garantire prestazioni elevate, sicurezza e versatilità, con superfici adatte a diverse discipline sportive, resistenti all’usura, antiscivolo e capaci di mantenere nel tempo comfort, qualità di gioco e stabilità cromatica. Sistemi Basket GommAmica®: Tetrapur IV: Sistemi tecnici per campi da basket progettati per garantire rapidità di gioco, controllo del rimbalzo e massima sicurezza, con superfici antiscivolo resistenti all’usura e capaci di assicurare comfort, stabilità e protezione delle articolazioni anche nelle attività ad alta intensità. Sistemi Pallavolo GommAmica®: Tetrapur II: Sistemi tecnici per campi da pallavolo progettati per garantire precisione di gioco, stabilità e sicurezza, con superfici elastiche e antiscivolo capaci di assorbire le sollecitazioni, proteggere le articolazioni e mantenere elevate prestazioni nel tempo. Pista Atletica GommAmica®: Tetrapur III: Sistemi tecnici per piste di atletica progettati per garantire prestazioni elevate, assorbimento degli impatti e sicurezza degli atleti, con superfici sintetiche resistenti, drenanti e conformi ai più elevati standard qualitativi per l’attività agonistica e professionale. Sistemi Tennis GommAmica®: Tetrapur II: Sistemi tecnici per campi da tennis progettati per garantire controllo del gioco, comfort e sicurezza, con superfici sintetiche performanti capaci di offrire elasticità, corretta risposta della palla, resistenza all’usura e protezione delle articolazioni anche nelle attività ad alta intensità. Sistemi per Palestre GommAmica®: Sistemi tecnici per palestre e aree fitness progettati per garantire resistenza, elasticità e sicurezza, con superfici antiscivolo capaci di assorbire urti e sollecitazioni, assicurando comfort, durata e prestazioni elevate anche in presenza di attrezzature ad alto carico. Sistemi Playground GommAmica®: Sistemi tecnici per playground e aree gioco progettati per garantire sicurezza, comfort e durata nel tempo, con superfici antitrauma certificate secondo normativa EN1177, resistenti all’usura e ideali per spazi pubblici, scolastici e ricreativi.",simona@gommamica.it,+39 035 505039,https://gommamica.it,,,
GrassPartners,Hall B; Stand E9,,jegelmeer@grasspartners.com,+31038 3035100,https://grasspartners.com,"Puttenstraat, 7 8281BP Grenemuiden - NL",,
GREEN WORLD COMPOUNDING,Hall B; Stand B18,,josecano@gwcplastics.com,+3425095984,,Polig. Ind. Alhama C/Alemania S/N 30840 Alhama de Murcia - ES,,
IMPREXA SRL,Hall B; Stand C21,,marta.gasparetto@imprexa.net,+39393 8633545,https://imprexa.net,"Vicolo Gela, 20 3502 Albignasego PD - IT",,
IPitup,Hall A; Stand E6,,miel.vanhaverbeke@ipitup.be,+32472 340508,https://ipitup.be,"Varentstraat, 33 3118 Werchter - BE",,
JANSER ITALIA SRL,Hall B; Stand D10,,mariella.prevete@janser.it,+39337 1176309,https://janser.it,"Via dei Campi della Rienza, 30 39031 Brunico BZ - IT",,
JOKER FLOORS,Hall A; Stand C25,,davide@jokerfloors.com,+390575 1596824,https://jokerfloors.com,"Loc. Casenuove di Ceciliano, 164 52100 Arezzo AR - IT",,
Koelnmesse Italia,Hall A; Stand 64,,matteo.avelli.km@gmail.com,,https://koelnmesse.it,,,
KOMPAN ITALIA SRL,Hall A; Stand B28-C31,,simspa@kompan.com,+3902 89760861,https://kompan.com,"Via San Raffaele, 1 20121 Milano MI - IT",,
LA RETE SRL,Hall A; Stand E33,,larete@laretesrl.it,+39030 9886336,https://laretesrl.it,"Via Silvano Loc. Porto, 223 25050 Brescia BS - IT",,
Labosport Italia Srl,Hall B; Stand B10,,roberto.armeni@labosport.com,+39039 8962684,https://labosport.com,"Via Achille Grandi, 70 20862 Arcore MB - IT",,
LEDVANCE SPA,Hall A; Stand B8-C9,"LEDVANCE FLOODLIGHT: LA LUCE CHE ACCENDE LO SPORT, A OGNI LIVELLO: Dai campi sportivi polivalenti agli stadi professionali, l’illuminazione è una componente fondamentale dell’esperienza di gioco. La famiglia FLOODLIGHT LEDVANCE nasce per rispondere a tutte le esigenze dell’illuminazione sportiva, offrendo prestazioni elevate, massima affidabilità e controllo totale della luce. Tre soluzioni, un unico obiettivo: valorizzare ogni evento sportivo. FLOODLIGHT FLEX La luce giusta per ogni impianto sportivo: Prestazioni elevate, flessibilità totale e affidabilità nel tempo: FLOODLIGHT FLEX è la soluzione LED ideale per l’illuminazione di campi sportivi e grandi aree esterne, anche in condizioni ambientali complesse. Perché sceglierlo: Efficienza fino a 160 lm/W per un’illuminazione potente e uniforme Funzione MULTI LUMEN, con regolazione del flusso in 4 step (100 / 85 / 70 / 55%) Un unico prodotto per più esigenze, meno complessità in cantiere IP66, IK08, resistenza alla corrosione C5 e protezione fino a 10 kV Staffa orientabile fino a 270° e installazione facile su parete, palo, pavimento o soffitto Ideale per campi da gioco, aree polivalenti e strutture outdoor, garantisce visibilità ottimale, sicurezza e comfort per atleti e spettatori. FLOODLIGHT MAX GEN 2 La potenza che illumina ogni sfida: Progettato per impianti sportivi professionali, FLOODLIGHT MAX GEN 2 stabilisce un nuovo standard di potenza, efficienza e facilità di installazione. Punti di forza: Fino a 270.000 lumen per superfici di grandi dimensioni Efficienza fino a 150 lm/W e durata fino a 115.000 ore Ottiche asimmetriche e angoli dedicati per un’illuminazione precisa CRI fino a 80, ideale per riprese TV ULOR 0% per ridurre l’inquinamento luminoso Compatibilità con DALI (D4i), DMX, 0–10 V, Powerline e Casambi Una soluzione robusta, potente e flessibile, pensata per chi punta alla massima qualità negli impianti sportivi moderni. FLOODLIGHT ARENA Il sistema di illuminazione per le grandi emozioni: Quando lo sport diventa spettacolo, serve una luce all’altezza dei professionisti. FLOODLIGHT ARENA è il sistema LED progettato per stadi, arene e grandi impianti sportivi, dove precisione, qualità visiva ed esperienza sono fondamentali. Eccellenza senza compromessi: Tecnologia COB ad altissime prestazioni Fino a 216.000 lumen con 144 lm/W Completamente flicker-free, ideale per broadcast e riprese TV Versioni con TLCI 95 per immagini HD e 4K Oltre 20 distribuzioni luminose e riflettori intercambiabili anche post-installazione Controllo avanzato: DALI (anche wireless), DMX/RDM, Switch-Dim Grazie a ottiche ad alta precisione e ULOR 0%, FLOODLIGHT ARENA garantisce massime prestazioni luminose con il minimo impatto ambientale.",p.bardizza@ledvance.com,+3902 23051325,https://ledvance.com,"Viale Piero Alberto Pirelli, 10 20126 Milano MI - IT",,
LISKI SRL,Hall A; Stand E2-E4,,luca.ceresoli@liski.it,+39035 4826195,https://liski.it,"Via Veneto, 8 24041 Brembate BG - IT",,
LND Impianti S.r.l.,Hall B; Stand D30,,e.demyanova@lndimpianti.it,+3906 32822801,https://lndimpianti.it,"Via Abruzzi, 3 00187 Roma RM - IT",,
LUXI ILLUMINAZIONE SRL,Hall B; Stand C11,,giorgio.bignoli@luxi.lighting,+390321 1588334,https://luxi.lighting,"Via Artigiani, 29/31 29020 Vigolzone PC - IT",,
Mario Orlando e Figli,Hall B; Stand D16-E19,"Tribuna metallica modulare con copertura a sbalzo: La Tribuna metallica modulare Mario Orlando è progettata per adattarsi a ogni contesto sportivo e personalizzabile in base a specifiche esigenze dell'impianto di destinazione, sia esso uno stadio, un palazzetto o un campo da padel. Costruita in acciaio zincato marcato CE (conforme alle normative vigenti), garantisce solidità, durata e massima affidabilità. Nella versione mostrata in foto, la tribuna si presenta con Copertura metallica a sbalzo , stabile e sicura, il cui vantaggio principale consiste nel permettere al pubblico una visuale completamente libera da pilastri. Le Coperture a sbalzo sono strutture nettamente più impegnative di quelle classiche, sia per la struttura portante in acciaio sia per le relative fondazioni di cui necessitano.",alex@marioorlando.it,+393487630922,https://marioorlando.it,"Corso Carlo Marx, 96 95045 Misterbianco CT - IT",,
MATRIX – JOHNSON HEALTH TECH ITALIA SPA,Hall A; Stand D8-E11,,danilo.casadei@jht.it,+3907362269,,"Zona Industriale Campolungo, 11 631 Ascoli Piceno AP - IT",,
Melos GmbH,Hall B; Stand C8-D9,,support@expofinder.com,+4954 22 94 47-0,,Bismarckstrasse 4–10 49324 Melle - DE,,
Metalu Plast,Hall B; Stand A22-B23,,sf@metalu-plast.com,+336 08501251,https://metalu-plast.com,"Zone Industrielle, 4 Rue des Breholles 1454 Soliers - FR",,
MG SPORT,Hall B; Stand D12-E11,,julien.faye@modugame.fr,+33662866991,,14 Rue des Acilloux 638 Cournon d'Auvergne - FR,,
MONDO SPA,Hall B; Stand B11,,smondino@mondoita.com,+39017 3232111,https://mondoita.com,"P.le Edmondo Stroppiani, 1 12051 Gallo CN - IT",,
Montanalegno - Industria Legnami Tirano S.r.l.,Hall A; Stand D28-E31,,pdelsimone@montanalegno.it,+39345 7281048,https://montanalegno.it,"Via del Progresso, 1 23037 Tirano SO - IT",,
Montecolino S.p.a.,Hall A; Stand D23-D25,,alessio.balestrieri@montecolino.it,+39030 983361,https://montecolino.it,"Via Stazione Vecchia, 110 25050 Provaglio D'Iseo BS - IT",,
My Fun by P.M. Modifiche srl,Hall A; Stand D22-E25,,tecnico@pmmodifiche.it,+39340 5092476,https://pmmodifiche.it,"Via Amicizia, 15 36027 Rosà VI - IT",,
MYRTHA POOLS,Hall B; Stand D2-E3,"Blocchi Racing Pro: I blocchi di partenza Myrtha Racing Pro rappresentano l’evoluzione più recente sviluppata dal team Ricerca & Sviluppo Myrtha. Realizzati con corpo in fibra di vetro bianca ad alta resistenza e top in acciaio inox con superficie antiscivolo certificata, sono dotati di poggiapiedi regolabile in 5 posizioni per garantire comfort e prestazioni ottimali agli atleti. Compatibili con il sistema OMEGA Timing System, le caratteristiche costruttive e funzionali rispondono agli standard richiesti per l’attività agonistica di alto livello. CARATTERISTICHE TECNICHE (per singolo blocco di partenza): Ingombro totale: 750 x 650 x 520 mm (h). Top in acciaio inox 740 x 520 mm con superficie antiscivolo di grado C (24°) secondo UNI EN 13451-1:2021. Poggiapiedi regolabile in 5 posizioni. Corpo in fibra di vetro ad alta resistenza con top antiscivolo in acciaio inox. Myrtha Shark: Myrtha Shark è un sistema intelligente per il trattamento dell’acqua delle piscine che combina filtrazione avanzata, monitoraggio continuo e automazione evoluta. Grazie all’analisi in tempo reale dei parametri operativi, ottimizza consumi di acqua, energia e prodotti chimici, garantendo elevati standard di qualità e sicurezza. La gestione remota e il design compatto ne semplificano l’utilizzo e l’installazione, contribuendo a rendere gli impianti natatori più efficienti, sostenibili e facili da gestire. Myrtha Breathe: Myrtha Breathe è un sistema innovativo per piscine coperte che rimuove sottoprodotti della disinfezione (DBP), come clorammine e trialometani, migliorando la qualità dell’aria e il benessere degli utenti. Attraverso un sistema di insufflazione e aspirazione integrato nelle canalette della piscina, intercetta e convoglia all’esterno gli inquinanti presenti nell’acqua e nell’aria. I test effettuati durante le Olimpiadi di Parigi hanno evidenziato una significativa riduzione delle concentrazioni di triclorammina, contribuendo a creare un ambiente più salubre, sostenibile e confortevole per nuotatori, personale e spettatori.",cristina.motti@myrthapools.com,+39037694261,https://myrthapools.com,"Via Solferino, 27 46043 Castiglione delle Stiviere MN - IT",,
Net World Sports Ltd,Hall A; Stand A28-B31,"FORZA FIFA Pro Stadium Goal: La porta da calcio FORZA UEFA/FIFA Stadium di Net World Sports è una porta di livello professionale progettata per soddisfare i più elevati standard normativi, essendo conforme sia alle specifiche dei tornei UEFA e FIFA, sia alle norme di sicurezza BS EN 748. Queste porte, che sono state installate in impianti di alto livello come l'Old Trafford (Manchester United), sono tipicamente a misura regolamentare (7,3 m x 2,4 m) e sono costruite utilizzando alluminio rinforzato e resistente, spesso della gamma Alu110, con giunti angolari saldati per garantire resistenza e durata superiori. Le caratteristiche principali del pacchetto includono un profilo della rete a forma di scatola creato da una rete intrecciata premium da 5 mm e meccanismi innovativi come un telaio di base incernierato e un sistema pionieristico di tensionamento a cricchetto/filo metallico. Il design garantisce che l'intera struttura, compresi il telaio, la rete e gli accessori, richieda poca manutenzione, sia trattata contro i raggi UV e sia al 100% resistente alle intemperie, adatta all'uso in partite d'élite o agli allenamenti di club di alto livello. FORZA ALU110 GEN2 Goals: La gamma FORZA ALU110 di Net World Sports rappresenta la linea di porte da calcio di fascia alta e di livello professionale dell'azienda, scelta da club d'élite come il Manchester United. Le porte sono realizzate in alluminio ellittico rinforzato da 110 mm, che le rende robuste, leggere e resistenti alle intemperie al 100%. Tutti i modelli soddisfano rigorosi standard di sicurezza (BS EN 748, conformi alle norme UEFA/FIFA) e presentano robusti giunti angolari saldati per una durata superiore. La differenza principale sta nella configurazione: Entrambe le tipologie offrono opzioni a misura regolamentare (24 piedi x 8 piedi), oltre a misure più piccole per le partite giovanili e di calcio indoor. FORZA ALU110 Team Shelters: Le tribune per squadre FORZA ALU110, spesso denominate “dugouts”, rappresentano la soluzione di sedute a bordo campo di fascia alta e professionale offerta da Net World Sports. Presentano la stessa struttura di alta qualità delle porte, caratterizzata da un telaio in alluminio rinforzato e resistente che garantisce una durata eccezionale e un'ottima resistenza alla ruggine e ai danni causati dai raggi UV. Le caratteristiche principali includono: Queste panchine sono progettate per impianti professionali e di alto livello, garantendo il massimo comfort ai giocatori e protezione dagli agenti atmosferici. FORZA Ground Equipment: Net World Sports offre attrezzature essenziali per la preparazione dei campi, con particolare attenzione alle soluzioni di tracciatura di linee di livello professionale. Il prodotto di punta è la tracciatrice elettrica FORZA TRIAD. Questa macchina alimentata a batteria garantisce linee nitide e di alta qualità e dispone di una larghezza della linea regolabile (da 50 mm a 125 mm) per adattarsi a diversi sport. Vanta un robusto design a 3 ruote con pneumatici antiforatura per un utilizzo fluido sull'erba, una pompa autoadescante e una batteria ad alta capacità che offre fino a 4 ore di utilizzo per ogni ricarica, semplificando il lavoro del responsabile della manutenzione del campo. La gamma di vernici di nuova concezione è appositamente formulata per garantire la massima visibilità. Questa vernice è durevole, resistente ai raggi UV e assicura una finitura brillante e di lunga durata. La combinazione del tracciatore elettrico di precisione e della vernice ad alto contenuto di pigmenti consente ai giardinieri di ottenere campi da gioco di livello professionale con maggiore efficienza e un rischio ridotto di intasamenti o sprechi. La gamma più ampia di attrezzature per la manutenzione dei campi comprende anche i tradizionali tracciatori a ruote, gli applicatori a spruzzo e vari strumenti di tracciatura come bobine per la marcatura delle linee e metri a nastro. FORZA Training Equipment: Net World Sports, attraverso il suo marchio FORZA, offre un catalogo completo di attrezzature per l'allenamento calcistico, adatto a tutti i livelli, dal calcio di base alle squadre d'élite. I prodotti sono progettati per migliorare abilità specifiche: L'attrezzatura è nota per la sua durata, i prezzi competitivi e la disponibilità all'ingrosso, rendendola un fornitore di fiducia per molti club di alto livello. FORZA Target goals: Net World Sports, che propone principalmente il marchio FORZA, offre una vasta gamma di porte da calcio in miniatura e attrezzi per l'allenamento pensati per migliorare la precisione dei giocatori di tutte le età e livelli. La gamma comprende:",sam.williams@networldsports.com,+4401691 683807,https://networldsports.com,Bryn Lane LL13 8UT Wrexham - GB,,
NEW CLIMBER SRL,Hall B; Stand C22-D23,,info@newclimber.it,+390423 868163,https://newclimber.it,"Via Del Cristo, 16 31035 Crocetta del Montello TV - IT",,
Nextpool,Hall B; Stand D8,,cedricgulino@nextpool.com,83891814,https://nextpool.com,12 avenue des Saules 696 Oullins - FR,,
NYMCO SPA,Hall B; Stand C8-D9,,antoniocolella@nymco.com,+39335 7060922,https://nymco.com,"Via Carlo Magni, 1 21049 Tradate VA - IT",,
Officine D'Amico srl,Hall A; Stand C20,"Vera Sport 110: La recinzione Vera Sport 110 è una soluzione in rete elettrosaldata progettata specificamente per gli impianti sportivi. Conforme alla normativa UNI EN 13200-3, garantisce un'eccellente separazione tra l'area di gioco e il settore spettatori. I pannelli robusti e i piantoni rinforzati offrono un'elevata resistenza alle spinte della folla, assicurando la massima sicurezza negli stadi. Il design modulare facilita un'installazione rapida, mentre i trattamenti di zincatura e verniciatura proteggono la struttura dagli agenti atmosferici, garantendo durabilità ed estetica nel tempo. Vera Sport 220/250: Il modello Vera Sport 220/250 previene lo scavalcamento nei grandi impianti sportivi ed è declinato in due configurazioni. La versione più rigida è composta da 2 piantane, correnti orizzontali e rete elettrosaldata con doppio tondo Ø6 e uno Ø8. La versione alternativa adotta 2 piantane senza correnti, impiegando una rete con doppio tondo Ø6 e uno Ø5; in quest'ultima, l'assenza dei correnti viene compensata da tre fili intrecciati tra le maglie di ciascun modulo, garantendo un'eccezionale tenuta elastica agli urti e una perfetta visibilità sul terreno di gioco. Vera Sport 220 + Bavolet: La recinzione Vera con Bavolet massimizza la sicurezza delle zone di prefiltraggio grazie all'estensione superiore inclinata antiscavalcamento. È disponibile in due varianti: la prima include 2 piantane e 3 correnti (incluso il bavolet), con rete elettrosaldata a doppio tondo Ø6 e uno Ø8 per una rigidità assoluta. La seconda, priva di correnti, utilizza 2 piantane e rete con doppio Ø6 e uno Ø5, rinforzata da tre fili intrecciati tra le maglie per ogni modulo. Entrambe assicurano barriere invalicabili per gli stadi professionistici, operando nel pieno rispetto delle normative antiviolenza. Vera Sport Vision 110-220: La linea Vera Sport Vision nasce per coniugare la massima sicurezza strutturale con un'esperienza visiva perfetta per il pubblico. Sostituendo la tradizionale rete con pannelli in policarbonato trasparente ad alta resistenza da 12mm di spessore, questa recinzione elimina ogni interferenza ottica, permettendo di seguire l'azione senza ostacoli. Disponibile in due diverse altezze, 110 e 220, mantiene intatte le rigorose proprietà anti-spinta richieste dalla norma UNI 13200-3. È l'opzione ideale per le tribune principali, i parterre e le aree VIP, dove la visibilità totale è essenziale quanto la protezione. Balaustra Palasport: La Balaustra Palasport è il sistema di protezione interno dedicato agli impianti al coperto, come palazzetti, palestre e piscine. Realizzata con materiali resistenti ad ambienti umidi e corrosivi, divide elegantemente le tribune dalle aree di attività. Il design ergonomico e le finiture arrotondate prevengono infortuni agli atleti in caso di impatto accidentale. Offre una barriera a norma contro le spinte degli spettatori, assicurando una perfetta integrazione architettonica e una chiara visuale sulle competizioni indoor. ELEVO: Il sistema ELEVO è progettato per garantire la massima rapidità di posa e grande versatilità di utilizzo in ogni contesto. La fornitura avviene con moduli preassemblati e pronti per la installazione immediata, eliminando la necessità di montaggio in opera. Il fissaggio a terra si effettua mediante tassellatura su pavimenti esistenti oppure tramite inghisaggio, rendendo il modulo subito operativo. La caratteristica distintiva è il sistema a doppia configurazione di altezza, gestibile con cerniere integrate per elevare rapidamente la struttura garantendo maggiore sicurezza in base alle esigenze: Base a 1130 mm ed estesa a 2210 mm. Disponibile in rete, policarbonato o vetro. ELEVO: Il sistema ELEVO è progettato per garantire la massima rapidità di posa e grande versatilità di utilizzo in ogni contesto. La fornitura avviene con moduli preassemblati e pronti per la installazione immediata, eliminando la necessità di montaggio in opera. Il fissaggio a terra si effettua mediante tassellatura su pavimenti esistenti oppure tramite inghisaggio, rendendo il modulo subito operativo. La caratteristica distintiva è il sistema a doppia configurazione di altezza, gestibile con cerniere integrate per elevare rapidamente la struttura garantendo maggiore sicurezza in base alle esigenze: Base a 1130 mm ed estesa a 2210 mm. Disponibile in rete, policarbonato o vetro. VERA SPORT 250 NJ: La recinzione ad alta stabilità VERA SPORT 250 NJ, a norma UNI EN 13200-3, è composta da due parti. La base è una barriera new jersey in calcestruzzo armato vibrato ad altissima resistenza, lunga 2560 mm, larga 750 mm e alta 800 mm. Pesa 2560 chilogrammi, ha tasche per drenaggio e movimentazione, ed è personalizzabile con loghi e colori a propria scelta. La parte superiore, alta 1700 mm, ha una doppia pannellatura in rete elettrosaldata sostenuta da robusti pali tubolari. La struttura superiore è zincata e verniciata di verde. Misura totalmente 2500 mm. Il modulo intero pesa esattamente 2780 kg. Vera Elevo Sport NJ: Il nuovo sistema ibrido unisce la solida base New Jersey alla recinzione elevabile ELEVO. Il blocco in calcestruzzo, con tasche per la movimentazione, è personalizzabile nei colori e loghi. Sopra si installano quattro pannelli in rete elettrosaldata. Nelle sigle dei pannelli, il doppio numero indica il diametro del doppio filo orizzontale: nel tipo 665 è da 6 millimetri, nella versione 886 è da 8 millimetri. La caratteristica principale resta la doppia altezza totale da terra: base a 1500 mm ed estesa a 2300 mm. Questa soluzione garantisce massima sicurezza ed una posa sempre estremamente rapida in ogni singolo contesto operativo.",antonio@officinedamico.com,+39080 4447463,https://officinedamico.com,"Contrada Pico, 30 72014 Cisternino BR - IT",,
OMSI srl,Hall A; Stand B18-C21,"GIOTTO – Poltrona per panchine calciatori e sale conferenza: La nuova poltrona Giotto è stata progettata per offrire il massimo comfort e una durata nel tempo senza compromessi, la nostra poltrona per impianti sportivi rappresenta la perfetta sinergia tra ergonomia, solidità e design funzionale. Realizzata con una struttura metallica rinforzata, garantisce un’elevata stabilità e resistenza all’usura, anche in ambienti ad alta frequentazione e sotto stress prolungato. M2013 – Seduta ribaltabile per stadi e impianti sportivi, omologata FIBA: Seduta ribaltabile per stadi e impianti sportivi dal design moderno e pulito, composta da una struttura portante in poliammide con sedile e schienale in polipropilene, ideale per zone climatiche con forte grado di umidità o alta salinità, la struttura portante infatti è esente da metallo a vista. La caratteristica principale della seduta è la ridotta dimensione della seduta in posizione di riposo, con solo 150 mm di ingombro. M2025 – Seduta monoblocco per impianti sportivi: M2025 è una nuovissima seduta monoblocco con schienale alto dal design italiano, che risponde alle ultimissime disposizione della FIFA 2030 che richiedono un interasse minimo di 500 mm e di conseguenza maggiore ampiezza e fruibilità. I suoi 2/4/6/8/10 punti di fissaggio e gli spessori che arrivano fino a 20 mm rendono la seduta solida e particolarmente resistente agli atti vandalici.",monica.bernardoni@omsi.it,+393484077220,https://omsi.it,"Via Parini, 3 40069 Zola Predosa BO - IT",,
PERFORMANCE IN LIGHTING,Hall A; Stand C12-D15,,oscar.valota@gewiss.com,+39035 946111,,"Via Domenico Bosatelli, 1 24069 Cenate Sotto BG - IT",,
PLASTIFIL RECINZIONI SRL,Hall A; Stand C32-D35,,s.colombo@plastifil.com,+39030 2529286,https://plastifil.com,"Via Mandolossa, 77/79 25064 Gussago BS - IT",,
POLIMPIANTI SRL,Hall A; Stand C11,"COPERTURA ISOTERMICA ISOROLL STANDARD: La copertura Isoroll Standard di Polimpianti offre massima efficienza energetica, unitamente ad un’elevata resistenza a strappo, lacerazione, cloro, alghe e sviluppo di microrganismi, ed è conforme alla Normativa UNI 11718 Realizzata con tre strati accoppiati a fiamma — tra cui una lamina impermeabile in PE armato e una mousse isolante a cellule chiuse — la copertura Isoroll riduce fino al 50% la dispersione di calore e limita l’evaporazione dell’acqua, garantendo un risparmio concreto. Meno consumo energetico, minori emissioni, più attenzione alla durata dell’impianto: un passo importante verso una gestione ecosostenibile delle piscine pubbliche. Disponibile in tre colori: azzurra, bianca e grigia. Dati tecnici COPERTURA ISOTERMICA RAEGUARD SOLARWEAVE: La copertura isotermica per piscina RaeGuard™ Solarweave con tessuto a trama di rinforzo consente di ridurre attivamente le dispersioni di calore dalla superficie della piscina fino al 57% e massimizza la ritenzione del calore grazie alle sue proprietà riflettenti. Riconoscibile per lo strato superiore argentato e le bolle bianche RaeGuard™ Solarweave offre fino al 90% delle prestazioni isolanti di una tradizionale copertura in schiuma da 5 mm, con una significativa riduzione del costo del materiale. Grazie all'esclusiva tecnologia GeoBubble™ e a una maggiore stabilizzazione ai raggi UV, RaeGuard™ Solarweave contribuisce a ridurre i consumi energetici, costi di gestione e ottimizzare l'impiego delle risorse. Dati tecnici COPERTURA ISOTERMICA SUNWEAVE: Polimpianti propone la copertura isotermica per piscine Sunweave: la composizione a tre strati la rende particolarmente indicata per l’uso quotidiano: lo strato superiore costituito da un particolare “tessuto” a trama, fornisce una resistenza superiore a strappi e lacerazioni e all’azione devastante dei raggi U.V. È in grado di abbattere i costi per il riscaldamento dell’acqua con un risparmio energetico oltre al 30%; diminuendo l’evaporazione dell’acqua si ottiene anche un significativo risparmio idrico che, insieme all’inibizione della fotosintesi clorofilliana riduce il consumo di prodotti chimici fino al 30%; la copertura è un’efficace barriera che tiene lontano sporco, insetti e foglie dalla piscina. Dati tecnici AVVOLGITORE MULTIMATIC: Multimatic è un sistema automatico di avvolgimento mobile composto da albero in acciaio inox AISI 316 o pultruso in grado di raccogliere fino a 4 TELI UNO SULL’ALTRO e da Spalla L costituita da una robusta struttura in tubolare Aisi 316 trattato con elettrolucidatura, trattate per resistere ai fenomeni di corrosione (pitting) supportate da ruote pivottanti ad alta portata dotate di freno. Sono sistemi destinati ad accogliere coperture di grosse dimensioni per piscine pubbliche. Utilizzano motorizzazioni di nuova generazione Polimpianti IP 66 con coppia massima di 281 Nm. Il lato opposto di tenuta utilizza supporti autolubrificanti privi di manutenzione. Dati tecnici DOLPHIN WAVE 100: Dolphin WAVE 100, con potenti prestazioni, è il più adatto per piscine di medie dimensioni, fino a 25 m, in alberghi, campeggi, e scuole ecc. Questo pulitore assicura una scansione completa della piscina e una spazzolatura e filtrazione altamente efficaci durante tutta la pulizia. Il sistema giroscopico avanzato assicura una scansione accurata per la pulizia sistematica di fondo, pareti, e linea battente acqua. Lo spazio per la filtrazione ad alta capacità, cattura tutto lo sporco, polvere ed altri detriti, lasciando dovunque l’acqua limpida e pulita alla fine del ciclo di pulizia. Dati tecnici DOLPHIN WAVE 300 XL: Un’ottima pulizia professionale della piscina che soddisfa i requisiti impegnativi delle piscine pubbliche. Dolphin WAVE 300 XL di Maytronics è il pulitore robotico ideale per grandi piscine lunghe 25-60 m (commerciali, centri olimpici, parchi acquatici e altri siti). Progettato per garantire un’affidabilità duratura con un utilizzo quotidiano, eccelle nella raccolta dello sporco più ostinato e offre le migliori prestazioni di pulizia complete della sua categoria. Funziona in modo efficiente ed efficace in qualsiasi piscina di grandi dimensioni, indipendentemente dalla forma o il tipo, comprese piscine con entrata a spiaggia con pavimenti in forte pendenza e piscine con isole. Dati tecnici File: PDF (0.26 MB) File: PDF (1.37 MB) File: PDF (0.76 MB)",info@polimpianti.it,+390332457727,https://polimpianti.it,"Via Piave, 174 21022 Azzate VA - IT",,
POLIN KIMYA SAN.TIC.A.S,Hall B; Stand E7,,kivanckuran@polinkimya.com,+9005455382874,https://polinkimya.com,Aydinli Birlik OSB 34953 Istanbul - TR,,
Polytan GmbH,Hall B; Stand C8-D9,,luigi.dibella@melos-gmbh.com,+498432870,,Gewerbering 3 86666 Burgheim - DE,,
Professional Show Spa,Hall B; Stand A26-B27,,y.arian@professionalshow.com,+39049 8657111,https://professionalshow.com,"Via Praimbole, 15 35010 Limena PD - IT",,
PYRAMIDE,Hall B; Stand D12-E11,,info@pyramide.eu,69116770,https://pyramide.eu,"5, Rue Gutenberg 9107 Bondoufle - FR",,
